Iteration	Replicate_ID	Posterior	Likelihood	Prior	kappa	omega	pi[1]	pi[2]	pi[3]	pi[4]
1820	1	-4685.8	-4682.33	-3.47106	2.161754	0.03369723	0.193609	0.299376	0.246945	0.260069
1821	1	-4682.83	-4678.85	-3.98237	1.94591	0.02562522	0.204475	0.296421	0.23866	0.260444
1822	1	-4684.34	-4680.54	-3.80204	1.939422	0.02738532	0.225735	0.280053	0.252411	0.241801
1823	1	-4681.68	-4678.25	-3.42924	1.984311	0.03224613	0.208769	0.30126	0.231666	0.258306
1824	1	-4683.01	-4678.8	-4.21083	2.071634	0.0244858	0.216763	0.295044	0.241225	0.246968
1825	1	-4683.43	-4680.16	-3.27349	1.911194	0.03351456	0.206335	0.304499	0.254095	0.235071
1826	1	-4680.6	-4677	-3.60409	1.793197	0.02814502	0.210219	0.302172	0.243192	0.244417
1827	1	-4683.09	-4679.78	-3.31033	2.028224	0.03441051	0.209601	0.313541	0.227071	0.249786
1828	1	-4680.69	-4677.29	-3.39674	1.926584	0.03202442	0.210931	0.301942	0.240278	0.24685
1829	1	-4683.94	-4680.43	-3.50377	1.751084	0.02884624	0.210694	0.308656	0.221076	0.259573
1830	1	-4684.83	-4680.89	-3.94346	2.062711	0.02699835	0.209717	0.322386	0.22416	0.243738
1831	1	-4681.48	-4678.03	-3.45444	2.002552	0.03211744	0.203669	0.30244	0.240897	0.252994
1832	1	-4682.75	-4679.17	-3.57787	2.09119	0.03147972	0.201118	0.313405	0.24027	0.245207
1833	1	-4684.85	-4681.48	-3.37335	1.708174	0.0299158	0.230867	0.292462	0.234182	0.242489
1834	1	-4681.82	-4677.98	-3.83799	1.78044	0.02562804	0.213694	0.299827	0.233632	0.252847
1835	1	-4681.91	-4678.18	-3.72953	2.108298	0.02978625	0.207968	0.314055	0.23747	0.240507
1836	1	-4685.24	-4682.24	-2.99762	1.700245	0.03480787	0.208449	0.313653	0.241424	0.236474
1837	1	-4681.67	-4677.92	-3.74903	2.004806	0.02856502	0.21133	0.307751	0.24704	0.233879
1838	1	-4681.57	-4678.11	-3.46154	1.942259	0.03136057	0.208766	0.309208	0.22905	0.252976
1839	1	-4680.77	-4677.33	-3.43763	1.778734	0.02990014	0.210602	0.29789	0.239682	0.251826
1840	1	-4681.22	-4677.58	-3.64241	2.132605	0.03109547	0.207377	0.302114	0.245859	0.244649
1841	1	-4682.36	-4678.26	-4.10906	2.184113	0.02633414	0.209731	0.296128	0.248619	0.245522
1842	1	-4684.98	-4681.33	-3.65137	1.880665	0.0284683	0.227907	0.295254	0.251951	0.224887
1843	1	-4685.81	-4682.12	-3.69193	2.228756	0.03146285	0.226838	0.303512	0.229623	0.240027
1844	1	-4681.95	-4678.38	-3.56691	2.080882	0.03151028	0.214839	0.312362	0.233206	0.239593
1845	1	-4680.62	-4677.02	-3.60296	1.939532	0.02960209	0.211393	0.308355	0.234158	0.246093
1846	1	-4682.32	-4679.04	-3.28713	1.678714	0.03063904	0.209073	0.297282	0.23748	0.256165
1847	1	-4681.69	-4678	-3.68508	1.90568	0.0283345	0.212777	0.307866	0.246874	0.232483
1848	1	-4682.76	-4679.56	-3.20308	1.950292	0.03501519	0.207564	0.307351	0.233065	0.252019
1849	1	-4684.96	-4681.01	-3.94917	1.933659	0.02584487	0.207104	0.304892	0.222762	0.265242
1850	1	-4682.88	-4679.14	-3.74038	1.964709	0.02828306	0.217436	0.305532	0.221615	0.255417
1851	1	-4683.41	-4679.88	-3.53284	1.77605	0.02876845	0.206606	0.292308	0.264779	0.236306
1852	1	-4682.13	-4678.01	-4.12353	2.105425	0.02555972	0.212596	0.299472	0.244909	0.243023
1853	1	-4682.44	-4678.72	-3.7142	1.799916	0.02703555	0.206616	0.286326	0.258603	0.248454
1854	1	-4685.18	-4681	-4.18038	2.025811	0.02441404	0.225744	0.291912	0.247869	0.234475
1855	1	-4685.4	-4681.23	-4.16887	1.844844	0.02316567	0.205907	0.282879	0.254924	0.256291
1856	1	-4684.68	-4681.15	-3.52995	2.123306	0.03245469	0.204035	0.312914	0.22158	0.261471
1857	1	-4683.78	-4679.73	-4.05267	2.427148	0.02900298	0.206526	0.303048	0.242151	0.248275
1858	1	-4683.16	-4679.39	-3.77377	1.802651	0.02645243	0.208245	0.291915	0.263389	0.236451
1859	1	-4680.61	-4676.87	-3.74367	1.823504	0.02694552	0.211879	0.300739	0.239969	0.247414
1860	1	-4682.26	-4678.76	-3.49652	1.602964	0.02745848	0.220394	0.29351	0.2429	0.243196
1861	1	-4685.25	-4681.82	-3.42986	1.981682	0.03220831	0.224326	0.308452	0.242776	0.224446
1862	1	-4681.15	-4677.63	-3.51724	1.953581	0.03078221	0.212663	0.293168	0.237332	0.256837
1863	1	-4687.19	-4684.17	-3.02077	1.829306	0.03619738	0.202474	0.322727	0.234909	0.23989
1864	1	-4681.23	-4677.93	-3.29492	1.800011	0.03191454	0.213079	0.295338	0.245504	0.246079
1865	1	-4683.77	-4680.65	-3.12188	1.755683	0.03373047	0.216478	0.30961	0.225024	0.248888
1866	1	-4682.08	-4678.14	-3.94271	2.257793	0.02873201	0.206484	0.304252	0.24148	0.247784
1867	1	-4681.6	-4677.75	-3.84908	1.741073	0.02518984	0.214128	0.296821	0.242187	0.246864
1868	1	-4681.5	-4678.11	-3.39644	1.784186	0.03045547	0.206817	0.29283	0.248522	0.251832
1869	1	-4686.65	-4683	-3.64813	1.862043	0.0283247	0.221813	0.310986	0.250838	0.216363
1870	1	-4681.11	-4677.29	-3.81791	1.865596	0.02656323	0.216304	0.304555	0.234778	0.244363
1871	1	-4682.46	-4678.46	-4.00137	2.091976	0.02665489	0.209719	0.290152	0.257211	0.242918
1872	1	-4680.43	-4676.99	-3.4385	1.895029	0.03113736	0.211999	0.30066	0.241385	0.245955
1873	1	-4683.45	-4679.79	-3.65815	2.196634	0.03156197	0.215668	0.302561	0.224542	0.257229
1874	1	-4686.21	-4682.82	-3.39295	1.415245	0.02671103	0.212815	0.28491	0.249802	0.252473
1875	1	-4680.48	-4676.97	-3.50952	1.893542	0.03024406	0.21456	0.304527	0.235633	0.24528
1876	1	-4682.11	-4678.83	-3.27892	1.981344	0.03429117	0.21302	0.307456	0.237498	0.242025
1877	1	-4681.86	-4677.93	-3.9357	1.999874	0.02653775	0.214211	0.288837	0.241173	0.25578
1878	1	-4682.66	-4679.32	-3.33998	1.883446	0.03228196	0.220016	0.311382	0.230911	0.237691
1879	1	-4683.15	-4679.37	-3.78243	1.885254	0.0271019	0.207043	0.317097	0.229379	0.246481
1880	1	-4681.1	-4677.53	-3.57724	1.980741	0.03032968	0.21465	0.289594	0.244959	0.250797
1881	1	-4682.28	-4678.88	-3.40298	1.98218	0.03257224	0.216305	0.312915	0.230269	0.240511
1882	1	-4681.32	-4677.73	-3.59236	1.999382	0.03033807	0.211722	0.303877	0.24894	0.23546
1883	1	-4681.76	-4678.45	-3.30945	1.986471	0.03391582	0.212663	0.299305	0.243386	0.244646
1884	1	-4681.23	-4677.38	-3.85379	2.15709	0.02881305	0.206894	0.299112	0.243593	0.250401
1885	1	-4682.53	-4678.4	-4.12773	1.907722	0.02398711	0.21425	0.294387	0.241295	0.250067
1886	1	-4680.83	-4677.08	-3.75872	2.01371	0.02854082	0.21538	0.294228	0.247563	0.242829
1887	1	-4685.23	-4681.47	-3.7654	1.621223	0.02495977	0.212954	0.298149	0.226813	0.262084
1888	1	-4681.54	-4677.8	-3.73208	2.039743	0.02909028	0.205889	0.312182	0.236871	0.245058
1889	1	-4682.99	-4679.52	-3.47507	2.175764	0.03380252	0.203954	0.302143	0.249596	0.244306
1890	1	-4682.63	-4678.85	-3.7779	2.219626	0.03029952	0.20833	0.289745	0.254232	0.247693
1891	1	-4687.7	-4684.82	-2.88054	1.595593	0.03513273	0.217238	0.310362	0.220879	0.251521
1892	1	-4682.06	-4678.44	-3.62012	2.169863	0.03177109	0.211753	0.307516	0.242955	0.237777
1893	1	-4681.96	-4678.44	-3.52465	1.855227	0.02966582	0.213081	0.282731	0.250601	0.253587
1894	1	-4682.8	-4678.78	-4.01958	2.141526	0.02688738	0.206765	0.287403	0.250549	0.255284
1895	1	-4681.23	-4677.61	-3.62104	1.74076	0.02746121	0.212761	0.290267	0.251807	0.245165
1896	1	-4686.83	-4682.94	-3.88457	2.420578	0.03095061	0.204342	0.321194	0.223037	0.251427
1897	1	-4685.36	-4682.16	-3.20177	1.890135	0.03427535	0.209489	0.297447	0.262879	0.230184
1898	1	-4681.55	-4678.15	-3.40526	1.949901	0.03217536	0.205106	0.296481	0.242555	0.255858
1899	1	-4682.74	-4679.56	-3.18681	1.863404	0.03415651	0.217096	0.297989	0.245724	0.23919
1900	1	-4680.7	-4676.99	-3.70518	1.989434	0.02891255	0.210033	0.306706	0.233775	0.249487
1901	1	-4683.1	-4679.22	-3.88296	2.057818	0.02759026	0.213445	0.280621	0.248457	0.257477
1902	1	-4684.16	-4681.02	-3.13694	1.689532	0.03270376	0.211816	0.295094	0.258667	0.234423
1903	1	-4683.75	-4679.81	-3.94601	2.039823	0.02677514	0.206344	0.287704	0.265615	0.240336
1904	1	-4682.92	-4679.2	-3.71922	2.123462	0.0300587	0.215122	0.283069	0.248436	0.253373
1905	1	-4684.62	-4681.04	-3.57803	1.981639	0.03032934	0.227767	0.293328	0.228607	0.250298
1906	1	-4681.24	-4677.92	-3.31429	1.820628	0.03189859	0.216038	0.295474	0.241622	0.246865
1907	1	-4683.58	-4680.2	-3.38074	1.766591	0.03045671	0.225688	0.288094	0.249673	0.236545
1908	1	-4685.99	-4682.22	-3.77739	1.667928	0.02524525	0.228126	0.278566	0.241648	0.251659
1909	1	-4680.47	-4676.72	-3.75451	1.980082	0.02827157	0.21453	0.302737	0.240178	0.242554
1910	1	-4684.45	-4681.05	-3.40129	2.214853	0.0353459	0.204919	0.295507	0.237091	0.262483
1911	1	-4681.18	-4677.44	-3.73976	1.945708	0.02811165	0.219284	0.29207	0.245806	0.24284
1912	1	-4681.15	-4677.45	-3.69558	1.898514	0.02815087	0.217249	0.299921	0.247717	0.235114
1913	1	-4683.19	-4679.26	-3.9281	2.365268	0.0298913	0.20553	0.302942	0.245949	0.245579
1914	1	-4680.8	-4677.34	-3.46834	1.763463	0.02937928	0.211438	0.295052	0.241602	0.251908
1915	1	-4684.42	-4680.31	-4.10878	1.896024	0.02406499	0.216076	0.286611	0.235845	0.261468
1916	1	-4684.74	-4681.01	-3.73105	2.232799	0.03100873	0.200483	0.306431	0.227542	0.265544
1917	1	-4680.6	-4676.92	-3.68755	2.038802	0.0295978	0.208006	0.297495	0.241858	0.252641
1918	1	-4685.49	-4681.55	-3.94172	1.859736	0.02530313	0.22667	0.302354	0.221073	0.249902
1919	1	-4684.05	-4679.74	-4.30444	2.191389	0.02453191	0.209982	0.307217	0.237906	0.244895
1920	1	-4683.67	-4679.77	-3.89311	2.13667	0.02818807	0.224282	0.295373	0.243664	0.236681
1921	1	-4683.15	-4679.24	-3.90887	2.00546	0.02685886	0.205904	0.282841	0.252194	0.259061
1922	1	-4680.96	-4677.17	-3.78601	2.060264	0.02867332	0.206768	0.302371	0.237318	0.253543
1923	1	-4683.12	-4679.95	-3.171	1.951245	0.03550992	0.214743	0.305493	0.231539	0.248225
1924	1	-4681.08	-4677.33	-3.74654	1.801255	0.0267155	0.211616	0.303999	0.235702	0.248683
1925	1	-4684.3	-4680.49	-3.81354	2.076248	0.02851454	0.20442	0.281318	0.247213	0.267049
1926	1	-4684.83	-4681.45	-3.38352	1.886404	0.03174466	0.218674	0.320942	0.219141	0.241243
1927	1	-4686.21	-4683.29	-2.92163	1.906187	0.03892846	0.210919	0.310081	0.237839	0.241162
1928	1	-4682.11	-4678.13	-3.98574	1.97376	0.02582251	0.208858	0.309532	0.234755	0.246856
1929	1	-4681.22	-4677.57	-3.65217	1.882399	0.02847611	0.213467	0.296938	0.253688	0.235907
1930	1	-4680.54	-4676.93	-3.61581	1.946449	0.02952083	0.217294	0.299117	0.239909	0.24368
1931	1	-4681.59	-4678.07	-3.51388	1.720361	0.02842484	0.21117	0.303645	0.24799	0.237195
1932	1	-4683.61	-4680.07	-3.53982	1.645883	0.02741546	0.211435	0.279424	0.258589	0.250553
1933	1	-4684.02	-4680.32	-3.70253	2.318619	0.03226229	0.216575	0.296433	0.247094	0.239897
1934	1	-4680.61	-4676.88	-3.73369	1.864791	0.02742627	0.215027	0.302549	0.235543	0.24688
1935	1	-4680.94	-4677.12	-3.81747	2.103463	0.02872396	0.21482	0.300851	0.239309	0.24502
1936	1	-4680.7	-4677.21	-3.483	1.924901	0.03090237	0.208009	0.300839	0.246886	0.244267
1937	1	-4682.09	-4678.28	-3.81507	2.203233	0.02969553	0.210875	0.289943	0.246471	0.25271
1938	1	-4687.33	-4684.15	-3.17774	2.125386	0.03772346	0.221877	0.304555	0.225282	0.248286
1939	1	-4680.97	-4677.33	-3.63899	2.064689	0.03043915	0.216253	0.297858	0.241507	0.244382
1940	1	-4681.99	-4678.2	-3.78468	2.038446	0.02848364	0.208916	0.284982	0.253671	0.252431
1941	1	-4684.15	-4680.49	-3.65861	1.77471	0.02738342	0.214529	0.319934	0.235468	0.230069
1942	1	-4685.86	-4681.75	-4.10829	2.085648	0.02554847	0.208003	0.320932	0.223814	0.247251
1943	1	-4683.26	-4679.98	-3.28298	1.805239	0.03213169	0.206529	0.285074	0.256316	0.252082
1944	1	-4681.66	-4678.15	-3.50804	1.914655	0.03048392	0.210231	0.315164	0.232798	0.241806
1945	1	-4686.18	-4682	-4.17603	2.322194	0.02677977	0.211418	0.278511	0.253116	0.256954
1946	1	-4682.94	-4679.54	-3.39689	1.746635	0.03004607	0.20688	0.293122	0.235907	0.264091
1947	1	-4682.14	-4678.74	-3.40157	1.687382	0.02936331	0.222196	0.302798	0.233918	0.241088
1948	1	-4680.7	-4677	-3.69671	1.946395	0.02859441	0.213362	0.307039	0.240382	0.239216
1949	1	-4683.68	-4679.98	-3.69449	2.024373	0.02937496	0.196814	0.298712	0.242388	0.262085
1950	1	-4682.83	-4679.08	-3.75102	2.330386	0.0317491	0.208067	0.296795	0.243934	0.251204
1951	1	-4682.59	-4679.11	-3.47763	1.622395	0.02785061	0.222509	0.289949	0.242558	0.244984
1952	1	-4681.32	-4677.58	-3.74519	2.032622	0.02887246	0.212751	0.2914	0.238511	0.257338
1953	1	-4684.34	-4680.66	-3.68445	1.692505	0.02636332	0.218935	0.317075	0.228139	0.23585
1954	1	-4682.45	-4678.94	-3.51203	2.162663	0.0331368	0.209679	0.312785	0.235506	0.242029
1955	1	-4682.86	-4679.32	-3.53856	1.993313	0.03093786	0.219867	0.310135	0.239722	0.230277
1956	1	-4681.65	-4678.06	-3.59116	1.988171	0.03023732	0.220742	0.304162	0.232493	0.242602
1957	1	-4681.85	-4678	-3.84331	2.035393	0.02781355	0.215411	0.291749	0.23544	0.2574
1958	1	-4681.2	-4677.33	-3.87387	2.074176	0.02783407	0.211077	0.304712	0.244616	0.239595
1959	1	-4684.13	-4680.96	-3.16463	1.562805	0.03084276	0.213223	0.309851	0.24018	0.236746
1960	1	-4681.51	-4677.83	-3.67887	2.108921	0.03040141	0.204291	0.29948	0.239186	0.257042
1961	1	-4680.82	-4676.95	-3.86849	2.040602	0.02759066	0.21378	0.302775	0.23715	0.246295
1962	1	-4681.14	-4677.26	-3.87384	2.031129	0.02744942	0.209998	0.302195	0.234111	0.253697
1963	1	-4682.87	-4679.48	-3.39504	1.723556	0.02982193	0.220984	0.311592	0.22783	0.239593
1964	1	-4683.6	-4679.92	-3.67686	2.124264	0.03058133	0.196544	0.302979	0.242279	0.258198
1965	1	-4682.11	-4678.52	-3.58859	1.95621	0.02994118	0.201143	0.308568	0.244619	0.245671
1966	1	-4683.88	-4680.75	-3.12261	1.682522	0.03281211	0.208455	0.299514	0.232555	0.259476
1967	1	-4681.11	-4677.42	-3.69136	1.726644	0.02660251	0.215193	0.297009	0.239376	0.248422
1968	1	-4682.2	-4678.16	-4.04162	2.059562	0.02598365	0.219157	0.297722	0.238305	0.244816
1969	1	-4681.35	-4677.51	-3.84657	2.073162	0.02812132	0.215473	0.30021	0.246449	0.237868
1970	1	-4680.59	-4677.08	-3.51057	1.912657	0.03043194	0.207719	0.305214	0.238728	0.248338
1971	1	-4682.96	-4679.42	-3.54365	2.101875	0.03203836	0.219768	0.289646	0.245057	0.245529
1972	1	-4682.42	-4678.83	-3.59552	1.856119	0.02885567	0.215396	0.280127	0.25099	0.253487
1973	1	-4683.52	-4679.78	-3.73847	1.808244	0.02686103	0.225277	0.282132	0.250837	0.241755
1974	1	-4680.77	-4677.2	-3.56117	1.903423	0.02972845	0.209489	0.301498	0.233932	0.255081
1975	1	-4683.26	-4680	-3.26352	1.723237	0.03143848	0.204568	0.290208	0.247125	0.258099
1976	1	-4682.85	-4679.22	-3.63228	1.931327	0.02917919	0.200159	0.30109	0.255389	0.243363
1977	1	-4681.51	-4677.61	-3.90279	2.03648	0.0271925	0.206658	0.292028	0.250018	0.251297
1978	1	-4681.41	-4677.95	-3.45638	1.912152	0.03109832	0.218365	0.292019	0.246451	0.243164
1979	1	-4681.88	-4678.3	-3.57884	1.701439	0.02753484	0.212409	0.291394	0.256089	0.240108
1980	1	-4680.93	-4677.4	-3.52259	1.792379	0.02904912	0.210824	0.294372	0.239541	0.255263
1981	1	-4682.79	-4679.33	-3.45895	1.867965	0.03059028	0.199935	0.296515	0.244475	0.259075
1982	1	-4681.54	-4678.15	-3.38669	1.750907	0.03021471	0.214306	0.306697	0.230104	0.248894
1983	1	-4684.81	-4681.25	-3.55825	2.175826	0.03265382	0.205814	0.284014	0.242939	0.267232
1984	1	-4684.55	-4680.58	-3.97642	2.367157	0.0293408	0.213261	0.285876	0.247446	0.253417
1985	1	-4682.72	-4679.19	-3.52905	1.859558	0.02965841	0.215613	0.285397	0.236821	0.262169
1986	1	-4684.6	-4681.4	-3.19321	1.66141	0.03162524	0.211744	0.290704	0.263555	0.233997
1987	1	-4682.69	-4679.05	-3.64279	1.803883	0.02782701	0.205182	0.295338	0.260127	0.239353
1988	1	-4682.93	-4679.22	-3.702	1.87987	0.02790521	0.202668	0.314434	0.239871	0.243027
1989	1	-4680.81	-4677.2	-3.604	1.946555	0.02966055	0.208569	0.309018	0.240365	0.242048
1990	1	-4684.02	-4680.17	-3.84848	1.931826	0.02683474	0.200999	0.285699	0.2619	0.251402
1991	1	-4683.11	-4679.41	-3.69342	1.829099	0.02752253	0.222771	0.308353	0.240256	0.22862
1992	1	-4682.8	-4679.33	-3.47666	1.975946	0.03153496	0.208383	0.308108	0.251832	0.231677
1993	1	-4683.17	-4679.63	-3.54159	2.240084	0.03360067	0.20294	0.297798	0.244541	0.254721
1994	1	-4683.48	-4679.56	-3.91929	2.333772	0.029701	0.213931	0.29393	0.249906	0.242232
1995	1	-4681.19	-4677.8	-3.39538	1.694152	0.0295066	0.211985	0.295224	0.244864	0.247928
1996	1	-4681.74	-4678.04	-3.70067	2.09158	0.02996472	0.203641	0.296878	0.240384	0.259097
1997	1	-4682.45	-4678.6	-3.85278	2.2724	0.02991019	0.207837	0.293525	0.249674	0.248964
1998	1	-4683.44	-4679.9	-3.53757	2.234046	0.03358871	0.207362	0.30916	0.245735	0.237743
1999	1	-4684.61	-4681.11	-3.50363	1.552794	0.02690133	0.213045	0.284309	0.263929	0.238717
2000	1	-4682.1	-4678.65	-3.44953	1.95668	0.03167285	0.21295	0.304009	0.250523	0.232518
2001	1	-4683.2	-4679.35	-3.84635	2.234109	0.02962171	0.208585	0.286449	0.24547	0.259496
